date,product,category,region,quantity,price,revenue
2022-12-26,Laptop Office,Electronics,Surabaya,1,8404029,8404029
2022-12-26,"Tablet 10""",Electronics,Medan,5,4960509,24802545
2022-12-26,Smartphone Lite,Electronics,Makassar,1,3943368,3943368
2022-12-26,"Tablet 10""",Electronics,Makassar,3,5397338,16192014
2022-12-26,Power Bank,Accessories,Surabaya,1,383076,383076
2022-12-26,Smartphone Pro,Electronics,Surabaya,2,11397647,22795294
2022-12-26,Wireless Headphones,Accessories,Medan,5,1631759,8158795
2022-12-26,Gaming Mouse,Accessories,Bandung,3,530924,1592772
2022-12-26,Mechanical Keyboard,Accessories,Semarang,3,1276950,3830850
2022-12-26,External SSD 1TB,Storage,Medan,2,1690269,3380538
2022-12-26,Smartphone Pro,Electronics,Bandung,2,11143910,22287820
2022-12-26,Power Bank,Accessories,Semarang,1,362082,362082
2022-12-26,Wireless Headphones,Accessories,Jakarta,2,1421112,2842224
2022-12-26,Laptop Gaming,Electronics,Makassar,2,15822571,31645142
2022-12-26,Gaming Mouse,Accessories,Semarang,1,474003,474003
2022-12-26,Webcam HD,Accessories,Bandung,1,836656,836656
2022-12-26,USB Hub,Accessories,Semarang,3,285114,855342
2022-12-26,Laptop Gaming,Electronics,Bandung,4,14685877,58743508
2022-12-26,Webcam HD,Accessories,Medan,1,877305,877305
2022-12-26,External SSD 1TB,Storage,Medan,1,1708132,1708132
2022-12-26,Wireless Headphones,Accessories,Yogyakarta,1,1462911,1462911
2022-12-26,Wireless Headphones,Accessories,Bandung,1,1440326,1440326
2022-12-26,Webcam HD,Accessories,Jakarta,2,737539,1475078
2022-12-26,Mechanical Keyboard,Accessories,Makassar,1,1197574,1197574
2022-12-26,USB Hub,Accessories,Surabaya,1,292721,292721
2022-12-26,Smartphone Pro,Electronics,Medan,2,12467729,24935458
2022-12-26,External SSD 1TB,Storage,Bandung,2,1914334,3828668
2022-12-26,Smart Watch,Electronics,Jakarta,1,2522124,2522124
2022-12-26,Smartphone Pro,Electronics,Yogyakarta,1,10877271,10877271
2022-12-26,Wireless Headphones,Accessories,Medan,2,1535676,3071352
2022-12-26,Power Bank,Accessories,Makassar,1,364431,364431
2022-12-26,Mechanical Keyboard,Accessories,Semarang,3,1227925,3683775
2022-12-26,Webcam HD,Accessories,Jakarta,1,829604,829604
2022-12-26,Smart Watch,Electronics,Surabaya,1,2348883,2348883
2022-12-26,Power Bank,Accessories,Semarang,2,425547,851094
2022-12-26,Laptop Gaming,Electronics,Yogyakarta,1,16233255,16233255
2022-12-26,Laptop Office,Electronics,Jakarta,1,8500939,8500939
2022-12-26,Mechanical Keyboard,Accessories,Yogyakarta,1,1153226,3012070
2022-12-26,Smart Watch,Electronics,Bandung,2,2543321,5086642
2022-12-26,Wireless Headphones,Accessories,Makassar,2,1624444,3248888
2022-12-26,Smartphone Lite,Electronics,Surabaya,3,3856531,11569593
2022-12-27,Power Bank,Accessories,Bandung,1,360758,360758
2022-12-27,Wireless Headphones,Accessories,Surabaya,4,1351094,5404376
2022-12-27,Smartphone Pro,Electronics,Makassar,1,12623307,12623307
2022-12-27,Webcam HD,Accessories,Surabaya,1,841831,841831
2022-12-27,Webcam HD,Accessories,Bandung,3,846236,2538708
2022-12-27,USB Hub,Accessories,Makassar,1,325801,325801
2022-12-27,Webcam HD,Accessories,Surabaya,1,738865,738865
2022-12-27,"Monitor 27""",Electronics,Bandung,1,3312389,3312389
2022-12-27,Webcam HD,Accessories,Bandung,4,864595,3458380
2022-12-27,External SSD 1TB,Storage,Makassar,2,1683805,3367610
2022-12-27,Wireless Headphones,Accessories,Medan,2,1554668,8759755
2022-12-27,Smart Watch,Electronics,Yogyakarta,1,2515231,2515231
2022-12-27,Smartphone Pro,Electronics,Jakarta,2,10999664,21999328
2022-12-27,External SSD 1TB,Storage,Jakarta,3,1722694,5168082
2022-12-27,Mechanical Keyboard,Accessories,Semarang,3,1204889,3614667
2022-12-27,Gaming Mouse,Accessories,Yogyakarta,2,535235,1070470
2022-12-27,"Monitor 27""",Electronics,Surabaya,1,3645276,3645276
2022-12-27,"Monitor 27""",Electronics,Makassar,1,3585318,3585318
2022-12-27,Webcam HD,Accessories,Makassar,2,799365,1598730
2022-12-27,Gaming Mouse,Accessories,Surabaya,1,479868,479868
2022-12-27,Laptop Gaming,Electronics,Bandung,3,13857734,41573202
2022-12-27,Laptop Gaming,Electronics,Bandung,1,14727228,14727228
2022-12-27,Laptop Gaming,Electronics,Makassar,1,13585555,13585555
2022-12-27,Smart Watch,Electronics,Jakarta,1,2355527,2355527
2022-12-27,Smartphone Pro,Electronics,Semarang,2,11837960,23675920
2022-12-27,External SSD 1TB,Storage,Makassar,2,1770697,3541394
2022-12-27,Webcam HD,Accessories,Makassar,1,727087,727087
2022-12-27,Laptop Office,Electronics,Jakarta,2,8142496,16284992
2022-12-27,Webcam HD,Accessories,Yogyakarta,3,807949,2423847
2022-12-27,Gaming Mouse,Accessories,Jakarta,1,457810,457810
2022-12-27,Webcam HD,Accessories,Semarang,3,870906,2612718
2022-12-27,Power Bank,Accessories,Bandung,4,367950,1471800
2022-12-27,"Tablet 10""",Electronics,Medan,2,5354834,10709668
2022-12-27,Laptop Gaming,Electronics,Surabaya,1,13500929,13500929
2022-12-27,Laptop Gaming,Electronics,Jakarta,3,16146843,48440529
2022-12-27,Power Bank,Accessories,Makassar,1,361577,361577
2022-12-27,USB Hub,Accessories,Medan,5,315468,1577340
2022-12-27,Power Bank,Accessories,Yogyakarta,1,388935,1104596
2022-12-27,USB Hub,Accessories,Bandung,3,314293,942879
2022-12-27,Laptop Gaming,Electronics,Yogyakarta,1,14705235,14705235
2022-12-27,Gaming Mouse,Accessories,Yogyakarta,1,457090,457090
2022-12-27,Wireless Headphones,Accessories,Jakarta,1,1580252,1580252
2022-12-27,Power Bank,Accessories,Bandung,2,365700,731400
2022-12-27,External SSD 1TB,Storage,Makassar,1,1951963,1951963
2022-12-27,Smart Watch,Electronics,Medan,2,2275487,4550974
2022-12-27,Webcam HD,Accessories,Jakarta,2,796692,1593384
2022-12-27,Smart Watch,Electronics,Surabaya,2,2611517,5223034
2022-12-27,Mechanical Keyboard,Accessories,Makassar,1,1174379,1174379
2022-12-27,Laptop Gaming,Electronics,Surabaya,2,14151700,28303400
2022-12-27,Laptop Office,Electronics,Makassar,2,8414545,16829090
2022-12-27,External SSD 1TB,Storage,Yogyakarta,4,1902346,7609384
2022-12-27,Laptop Gaming,Electronics,Medan,2,16268084,32536168
2022-12-27,Gaming Mouse,Accessories,Jakarta,4,487616,1950464
2022-12-27,Smart Watch,Electronics,Surabaya,3,2503125,7509375
2022-12-27,"Tablet 10""",Electronics,Jakarta,2,4863128,9726256
2022-12-27,Laptop Office,Electronics,Jakarta,1,7611330,7611330
2022-12-27,Smartphone Pro,Electronics,Semarang,1,12602479,12602479
2022-12-27,Smartphone Pro,Electronics,Semarang,1,11615164,11615164
2022-12-28,Smart Watch,Electronics,Yogyakarta,2,2451836,4903672
2022-12-28,RAM 16GB,Components,Makassar,1,1251038,1251038
2022-12-28,Smartphone Lite,Electronics,Surabaya,1,4334236,4334236
2022-12-28,Smartphone Lite,Electronics,Yogyakarta,1,4133404,4133404
2022-12-28,Laptop Gaming,Electronics,Yogyakarta,1,14914747,14914747
2022-12-28,Smartphone Lite,Electronics,Medan,2,4223364,8446728
2022-12-28,"Tablet 10""",Electronics,Medan,2,5140971,10281942
2022-12-28,Wireless Headphones,Accessories,Makassar,1,1368183,1368183
2022-12-28,Gaming Mouse,Accessories,Semarang,1,459566,459566
2022-12-28,USB Hub,Accessories,Jakarta,4,272275,1089100
2022-12-28,Laptop Gaming,Electronics,Makassar,1,14870448,14870448
2022-12-28,Webcam HD,Accessories,Semarang,2,852136,1704272
2022-12-28,RAM 16GB,Components,Medan,1,1155139,1155139
2022-12-28,Power Bank,Accessories,Jakarta,1,390732,390732
2022-12-28,Power Bank,Accessories,Makassar,1,432758,432758
2022-12-28,External SSD 1TB,Storage,Medan,2,1921285,3842570
2022-12-28,"Monitor 27""",Electronics,Medan,1,3615533,3615533
2022-12-28,Mechanical Keyboard,Accessories,Yogyakarta,2,1144032,2288064
2022-12-28,"Tablet 10""",Electronics,Jakarta,2,4617041,9234082
2022-12-28,RAM 16GB,Components,Makassar,1,1083854,1083854
2022-12-28,Power Bank,Accessories,Yogyakarta,3,368560,1105680
2022-12-28,Power Bank,Accessories,Jakarta,2,383407,766814
2022-12-28,"Tablet 10""",Electronics,Makassar,1,5051790,5051790
2022-12-28,USB Hub,Accessories,Medan,2,273840,547680
2022-12-28,Laptop Office,Electronics,Medan,1,7417964,7417964
2022-12-28,Smart Watch,Electronics,Medan,1,2340540,2340540
2022-12-28,Gaming Mouse,Accessories,Bandung,1,513198,513198
2022-12-28,Power Bank,Accessories,Surabaya,3,409263,1227789
2022-12-28,RAM 16GB,Components,Surabaya,3,1212183,3636549
2022-12-28,Mechanical Keyboard,Accessories,Medan,4,1140120,4560480
2022-12-28,Wireless Headphones,Accessories,Makassar,2,1461335,2922670
2022-12-28,Webcam HD,Accessories,Bandung,1,735470,735470
2022-12-28,"Tablet 10""",Electronics,Surabaya,4,4726460,18905840
2022-12-28,Smart Watch,Electronics,Medan,3,2698852,8096556
2022-12-28,Smartphone Pro,Electronics,Bandung,1,13151260,13151260
2022-12-28,"Monitor 27""",Electronics,Jakarta,3,3603361,10810083
2022-12-28,"Monitor 27""",Electronics,Medan,2,3791776,7583552
2022-12-28,Smart Watch,Electronics,Medan,1,2571370,2571370
2022-12-28,Smartphone Lite,Electronics,Jakarta,2,3626557,7253114
2022-12-28,USB Hub,Accessories,Jakarta,1,329805,329805
2022-12-28,USB Hub,Accessories,Jakarta,1,275937,275937
2022-12-28,USB Hub,Accessories,Jakarta,5,310958,1554790
2022-12-28,Power Bank,Accessories,Jakarta,1,380226,380226
2022-12-28,Smartphone Pro,Electronics,Surabaya,1,11740754,11740754
2022-12-28,"Tablet 10""",Electronics,Makassar,1,5145934,5145934
2022-12-28,RAM 16GB,Components,Surabaya,1,1184756,1184756
2022-12-28,Smartphone Lite,Electronics,Semarang,3,3800436,11401308
2022-12-28,Laptop Office,Electronics,Makassar,1,7735113,7735113
2022-12-28,External SSD 1TB,Storage,Surabaya,5,1742957,8714785
2022-12-28,Smart Watch,Electronics,Bandung,1,2729661,2729661
2022-12-29,USB Hub,Accessories,Yogyakarta,4,297512,1190048
2022-12-29,"Tablet 10""",Electronics,Semarang,2,4699820,9399640
2022-12-29,External SSD 1TB,Storage,Semarang,3,1911965,5735895
2022-12-29,Mechanical Keyboard,Accessories,Bandung,1,1117723,1117723
2022-12-29,Mechanical Keyboard,Accessories,Surabaya,1,1130510,1130510
2022-12-29,Webcam HD,Accessories,Medan,1,778562,778562
2022-12-29,Laptop Office,Electronics,Bandung,2,8608557,17217114
2022-12-29,Mechanical Keyboard,Accessories,Yogyakarta,1,1111628,1111628
2022-12-29,Laptop Gaming,Electronics,Surabaya,1,13866702,13866702
2022-12-29,External SSD 1TB,Storage,Jakarta,1,1797830,1797830
2022-12-29,Laptop Office,Electronics,Bandung,2,7642256,15284512
2022-12-29,Wireless Headphones,Accessories,Semarang,1,1520618,1520618
2022-12-29,Smartphone Pro,Electronics,Surabaya,1,11883928,11883928
2022-12-29,"Monitor 27""",Electronics,Makassar,4,3454471,13817884
2022-12-29,"Tablet 10""",Electronics,Yogyakarta,1,4611972,4611972
2022-12-29,RAM 16GB,Components,Yogyakarta,1,1113851,1113851
2022-12-29,USB Hub,Accessories,Jakarta,2,319264,638528
2022-12-29,"Tablet 10""",Electronics,Surabaya,1,5385882,5385882
2022-12-29,Mechanical Keyboard,Accessories,Surabaya,2,1136324,2272648
2022-12-29,Laptop Gaming,Electronics,Makassar,1,13840381,13840381
2022-12-29,Laptop Office,Electronics,Jakarta,1,7285466,7285466
2022-12-29,Gaming Mouse,Accessories,Jakarta,2,510829,1021658
2022-12-29,Wireless Headphones,Accessories,Medan,3,1564605,4693815
2022-12-29,Gaming Mouse,Accessories,Jakarta,3,487280,1461840
2022-12-29,External SSD 1TB,Storage,Jakarta,2,1864683,3729366
2022-12-29,USB Hub,Accessories,Makassar,1,312777,312777
2022-12-29,Laptop Gaming,Electronics,Medan,1,16306026,16306026
2022-12-29,USB Hub,Accessories,Bandung,1,273892,273892
2022-12-29,Laptop Office,Electronics,Bandung,1,7507666,7507666
2022-12-29,Webcam HD,Accessories,Bandung,3,730964,2192892
2022-12-29,"Monitor 27""",Electronics,Yogyakarta,3,3757595,11272785
2022-12-29,Smartphone Lite,Electronics,Yogyakarta,1,4234069,4234069
2022-12-29,Mechanical Keyboard,Accessories,Semarang,1,1217914,1217914
2022-12-29,Laptop Office,Electronics,Makassar,3,7333861,22001583
2022-12-29,"Tablet 10""",Electronics,Jakarta,1,4773312,4773312
2022-12-29,Gaming Mouse,Accessories,Surabaya,3,479771,1439313
2022-12-29,Power Bank,Accessories,Surabaya,1,404859,404859
2022-12-29,USB Hub,Accessories,Makassar,3,285482,856446
2022-12-29,Laptop Gaming,Electronics,Bandung,1,13718879,40292854
2022-12-29,"Tablet 10""",Electronics,Semarang,1,5230762,5230762
2022-12-29,Laptop Gaming,Electronics,Semarang,1,14397240,39214107
2022-12-29,Webcam HD,Accessories,Yogyakarta,2,792379,1584758
2022-12-29,"Monitor 27""",Electronics,Jakarta,1,3239366,3239366
2022-12-29,Smartphone Pro,Electronics,Surabaya,1,12726115,12726115
2022-12-29,External SSD 1TB,Storage,Medan,5,1823591,9117955
2022-12-29,Smartphone Pro,Electronics,Surabaya,1,12963805,12963805
2022-12-29,Power Bank,Accessories,Jakarta,1,399637,399637
2022-12-29,"Tablet 10""",Electronics,Semarang,3,5441425,16324275
2022-12-29,Gaming Mouse,Accessories,Jakarta,3,539186,1617558
2022-12-29,"Tablet 10""",Electronics,Bandung,1,5076459,5076459
2022-12-29,Power Bank,Accessories,Yogyakarta,1,434711,434711
2022-12-29,USB Hub,Accessories,Surabaya,4,289385,1157540
2022-12-29,Laptop Gaming,Electronics,Bandung,4,14596926,58387704
2022-12-29,Power Bank,Accessories,Medan,1,363638,363638
2022-12-29,Smart Watch,Electronics,Bandung,1,2544600,2544600
2022-12-29,Laptop Office,Electronics,Yogyakarta,1,8355078,8355078
2022-12-29,Webcam HD,Accessories,Medan,2,843763,1687526
2022-12-30,Laptop Gaming,Electronics,Semarang,2,14832477,29664954
2022-12-30,Laptop Gaming,Electronics,Medan,2,14030589,28061178
2022-12-30,Smartphone Pro,Electronics,Semarang,1,12389105,12389105
2022-12-30,Wireless Headphones,Accessories,Surabaya,1,1397383,1397383
2022-12-30,Laptop Office,Electronics,Jakarta,4,8646661,34586644
2022-12-30,RAM 16GB,Components,Jakarta,1,1135352,1135352
2022-12-30,External SSD 1TB,Storage,Bandung,1,1724904,1724904
2022-12-30,External SSD 1TB,Storage,Yogyakarta,1,1926326,1926326
2022-12-30,Smartphone Pro,Electronics,Yogyakarta,2,11900322,23800644
2022-12-30,Smartphone Pro,Electronics,Surabaya,1,10857590,10857590
2022-12-30,"Monitor 27""",Electronics,Surabaya,3,3496210,10488630
2022-12-30,Smartphone Pro,Electronics,Bandung,1,11002904,11002904
2022-12-30,Power Bank,Accessories,Surabaya,1,438827,438827
2022-12-30,"Monitor 27""",Electronics,Makassar,2,3561678,7123356
2022-12-30,"Tablet 10""",Electronics,Makassar,1,4756532,4756532
2022-12-30,Smartphone Pro,Electronics,Medan,1,12152922,12152922
2022-12-30,"Tablet 10""",Electronics,Makassar,3,4576867,13730601
2022-12-30,"Tablet 10""",Electronics,Medan,2,5299891,10599782
2022-12-30,Wireless Headphones,Accessories,Yogyakarta,1,1627598,1627598
2022-12-30,RAM 16GB,Components,Makassar,3,1289866,3869598
2022-12-30,USB Hub,Accessories,Makassar,1,290505,290505
2022-12-30,Smartphone Lite,Electronics,Bandung,1,3860614,3860614
2022-12-30,RAM 16GB,Components,Semarang,1,1088421,1088421
2022-12-30,Laptop Gaming,Electronics,Jakarta,1,15454201,15454201
2022-12-30,Smartphone Lite,Electronics,Semarang,1,4027923,4027923
2022-12-30,"Monitor 27""",Electronics,Semarang,1,3471542,3471542
2022-12-30,RAM 16GB,Components,Jakarta,2,1297831,2595662
2022-12-30,"Tablet 10""",Electronics,Yogyakarta,1,4667878,4667878
2022-12-30,RAM 16GB,Components,Yogyakarta,1,1082319,1082319
2022-12-30,Wireless Headphones,Accessories,Makassar,3,1371994,4115982
2022-12-30,"Monitor 27""",Electronics,Makassar,2,3306360,6612720
2022-12-30,Gaming Mouse,Accessories,Makassar,3,453328,1359984
2022-12-30,External SSD 1TB,Storage,Yogyakarta,1,1801023,1801023
2022-12-30,"Tablet 10""",Electronics,Surabaya,1,4814090,4814090
2022-12-30,Wireless Headphones,Accessories,Bandung,2,1404144,2808288
2022-12-30,Smartphone Pro,Electronics,Medan,4,12600201,50400804
2022-12-30,Smartphone Lite,Electronics,Medan,2,3763561,7527122
2022-12-30,Gaming Mouse,Accessories,Yogyakarta,4,518760,2075040
2022-12-30,Gaming Mouse,Accessories,Semarang,4,484926,1939704
2022-12-30,Webcam HD,Accessories,Surabaya,3,801892,2405676
2022-12-30,External SSD 1TB,Storage,Bandung,1,1956192,1956192
2022-12-30,Mechanical Keyboard,Accessories,Jakarta,3,1088964,3266892
2022-12-30,Laptop Gaming,Electronics,Jakarta,2,15000793,30001586
2022-12-30,Laptop Gaming,Electronics,Surabaya,3,16063268,48189804
2022-12-31,Smartphone Pro,Electronics,Surabaya,3,11464489,34393467
2022-12-31,Webcam HD,Accessories,Surabaya,1,783628,783628
2022-12-31,Laptop Office,Electronics,Makassar,3,8288425,24865275
2022-12-31,Smartphone Lite,Electronics,Bandung,1,4312649,4312649
2022-12-31,Smart Watch,Electronics,Surabaya,1,2270533,2270533
2022-12-31,Smart Watch,Electronics,Semarang,1,2285769,2285769
2022-12-31,Smartphone Pro,Electronics,Surabaya,1,11580123,11580123
2022-12-31,Laptop Office,Electronics,Medan,1,7572447,7572447
2022-12-31,Laptop Office,Electronics,Bandung,1,7623889,7623889
2022-12-31,Laptop Office,Electronics,Makassar,3,7554031,22662093
2022-12-31,Power Bank,Accessories,Yogyakarta,1,375666,375666
2022-12-31,Laptop Gaming,Electronics,Semarang,3,13891871,41675613
2022-12-31,Laptop Office,Electronics,Jakarta,2,8694326,17388652
2022-12-31,Smartphone Lite,Electronics,Surabaya,1,3715351,3715351
2022-12-31,Smartphone Lite,Electronics,Medan,4,3763523,15054092
2022-12-31,Smartphone Lite,Electronics,Medan,1,3797012,3797012
2022-12-31,Webcam HD,Accessories,Semarang,2,869282,1738564
2022-12-31,Gaming Mouse,Accessories,Surabaya,3,525571,1576713
2022-12-31,Laptop Office,Electronics,Bandung,1,8463519,8463519
2022-12-31,Mechanical Keyboard,Accessories,Surabaya,1,1105141,1105141
2022-12-31,Smartphone Lite,Electronics,Bandung,2,4269047,8538094
2022-12-31,Wireless Headphones,Accessories,Makassar,1,1472457,1472457
2022-12-31,External SSD 1TB,Storage,Surabaya,1,1714616,1714616
2022-12-31,USB Hub,Accessories,Surabaya,1,304545,304545
2022-12-31,Wireless Headphones,Accessories,Semarang,1,1596654,1596654
2022-12-31,Webcam HD,Accessories,Yogyakarta,1,844584,844584
2022-12-31,Webcam HD,Accessories,Jakarta,2,862399,1724798
2022-12-31,Webcam HD,Accessories,Makassar,2,868501,672784
2022-12-31,Gaming Mouse,Accessories,Surabaya,2,473812,947624
2022-12-31,USB Hub,Accessories,Makassar,2,295431,590862
2022-12-31,USB Hub,Accessories,Makassar,1,270877,270877
2022-12-31,"Tablet 10""",Electronics,Semarang,2,5379321,10758642
2022-12-31,Mechanical Keyboard,Accessories,Surabaya,1,1117097,1117097
2022-12-31,USB Hub,Accessories,Jakarta,1,321688,321688
2022-12-31,Laptop Gaming,Electronics,Bandung,1,14488161,14488161
2022-12-31,Laptop Office,Electronics,Makassar,1,7789013,7789013
2022-12-31,RAM 16GB,Components,Medan,1,1089391,1089391
2022-12-31,Smartphone Lite,Electronics,Medan,1,3861503,3861503
2022-12-31,Laptop Gaming,Electronics,Makassar,1,16165091,16165091
2022-12-31,Webcam HD,Accessories,Makassar,1,724087,724087
2022-12-31,Gaming Mouse,Accessories,Bandung,3,490632,1471896
2022-12-31,Power Bank,Accessories,Surabaya,2,362511,725022
2022-12-31,Laptop Office,Electronics,Jakarta,1,7793477,7793477
2022-12-31,Laptop Gaming,Electronics,Bandung,2,14017921,28035842
2022-12-31,Power Bank,Accessories,Semarang,3,380177,1140531
2022-12-31,Webcam HD,Accessories,Yogyakarta,1,860415,860415
2022-12-31,Webcam HD,Accessories,Semarang,4,789767,3159068
2022-12-31,RAM 16GB,Components,Jakarta,1,1145711,1145711
2022-12-31,Wireless Headphones,Accessories,Semarang,1,1526801,1526801
2022-12-31,Laptop Gaming,Electronics,Semarang,4,13926320,55705280
2022-12-31,RAM 16GB,Components,Medan,1,1142253,1142253
2022-12-31,Laptop Gaming,Electronics,Makassar,2,15138743,30277486
2022-12-31,RAM 16GB,Components,Medan,1,1137005,1137005
2022-12-31,Webcam HD,Accessories,Makassar,1,828660,828660
2022-12-31,"Tablet 10""",Electronics,Surabaya,1,4991491,4991491
2022-12-31,Laptop Office,Electronics,Bandung,1,8435182,8435182
2022-12-31,Smartphone Pro,Electronics,Semarang,2,13075786,26151572
2022-12-31,Power Bank,Accessories,Jakarta,4,369264,1477056
2022-12-31,Gaming Mouse,Accessories,Jakarta,1,483466,483466
2022-12-31,RAM 16GB,Components,Makassar,2,1156691,2313382
2022-12-31,Laptop Gaming,Electronics,Makassar,2,13953548,27907096
2022-12-31,Power Bank,Accessories,Yogyakarta,3,424824,1274472
2022-12-31,Webcam HD,Accessories,Yogyakarta,2,841580,1683160
2022-12-31,"Tablet 10""",Electronics,Bandung,2,4984425,9968850
2022-12-31,RAM 16GB,Components,Semarang,1,1209064,1209064
2022-12-31,Laptop Office,Electronics,Medan,2,7295270,14590540
2022-12-31,USB Hub,Accessories,Makassar,1,303330,303330
2022-12-31,External SSD 1TB,Storage,Medan,1,1904882,1904882
2022-12-31,"Tablet 10""",Electronics,Yogyakarta,1,5073827,5073827
2022-12-31,Gaming Mouse,Accessories,Semarang,1,476530,476530
2022-12-31,"Tablet 10""",Electronics,Semarang,2,5167548,10335096
2022-12-31,Power Bank,Accessories,Makassar,1,388919,388919
2022-12-31,Smart Watch,Electronics,Makassar,2,2522436,11368643
2022-12-31,Laptop Office,Electronics,Bandung,1,7980104,7980104
2022-12-31,Smartphone Pro,Electronics,Makassar,1,11714820,11714820
2022-12-31,External SSD 1TB,Storage,Yogyakarta,2,1878796,3757592
2022-12-31,Gaming Mouse,Accessories,Semarang,2,538387,1076774
2022-12-31,Smartphone Pro,Electronics,Medan,1,10812510,10812510
2022-12-31,"Monitor 27""",Electronics,Jakarta,3,3803531,30209730
2022-12-31,Smartphone Pro,Electronics,Yogyakarta,1,12027636,12027636
2022-12-31,Gaming Mouse,Accessories,Surabaya,1,520073,520073
2022-12-31,RAM 16GB,Components,Yogyakarta,3,1285349,3856047
2022-12-31,Mechanical Keyboard,Accessories,Semarang,1,1192104,469223
2022-12-31,Laptop Gaming,Electronics,Bandung,2,16004922,32009844
2022-12-31,Power Bank,Accessories,Semarang,4,374209,1496836
2022-12-31,Wireless Headphones,Accessories,Bandung,2,1397750,2795500
2022-12-31,USB Hub,Accessories,Jakarta,1,309448,309448
2022-12-31,Smartphone Pro,Electronics,Surabaya,2,12888343,25776686
2022-12-31,Smartphone Lite,Electronics,Makassar,1,4313940,4313940
2023-01-01,Gaming Mouse,Accessories,Surabaya,1,502548,502548
2023-01-01,Mechanical Keyboard,Accessories,Makassar,3,1159534,3478602
2023-01-01,Mechanical Keyboard,Accessories,Medan,1,1315200,1315200
2023-01-01,Laptop Office,Electronics,Jakarta,1,7711513,7711513
2023-01-01,Wireless Headphones,Accessories,Jakarta,1,1573255,1573255
2023-01-01,Smartphone Lite,Electronics,Medan,4,4025585,16102340
2023-01-01,Webcam HD,Accessories,Medan,4,817361,3269444
2023-01-01,RAM 16GB,Components,Surabaya,1,1174435,1174435
2023-01-01,Smart Watch,Electronics,Jakarta,4,2732411,10929644
2023-01-01,Wireless Headphones,Accessories,Surabaya,1,1521504,1521504
2023-01-01,Webcam HD,Accessories,Yogyakarta,1,870046,870046
2023-01-01,External SSD 1TB,Storage,Semarang,1,1622732,1622732
2023-01-01,Gaming Mouse,Accessories,Surabaya,1,507267,507267
2023-01-01,Laptop Gaming,Electronics,Jakarta,2,15651560,31303120
2023-01-01,Smartphone Lite,Electronics,Bandung,2,4196064,8392128
2023-01-01,External SSD 1TB,Storage,Bandung,2,1945791,3891582
2023-01-01,Power Bank,Accessories,Yogyakarta,1,360352,360352
2023-01-01,Power Bank,Accessories,Jakarta,2,360026,720052
2023-01-01,Smartphone Lite,Electronics,Semarang,1,3977810,3977810
2023-01-01,Smartphone Lite,Electronics,Bandung,1,3623434,3623434
2023-01-01,Wireless Headphones,Accessories,Semarang,1,1642359,1642359
2023-01-01,Smartphone Pro,Electronics,Semarang,1,11332956,11332956
2023-01-01,Smartphone Lite,Electronics,Bandung,3,3978131,11934393
2023-01-01,External SSD 1TB,Storage,Medan,1,1642009,1642009
2023-01-01,RAM 16GB,Components,Bandung,2,1205291,2410582
2023-01-01,Webcam HD,Accessories,Medan,3,780792,2342376
2023-01-01,Mechanical Keyboard,Accessories,Semarang,1,1090718,1090718
2023-01-01,Smartphone Lite,Electronics,Makassar,1,3868099,3868099
2023-01-01,Mechanical Keyboard,Accessories,Bandung,1,1173944,1173944
2023-01-01,Laptop Gaming,Electronics,Surabaya,4,16469764,65879056
2023-01-01,Smartphone Lite,Electronics,Semarang,4,3766308,15065232
2023-01-01,USB Hub,Accessories,Surabaya,1,302686,302686
2023-01-01,"Tablet 10""",Electronics,Surabaya,1,5487315,5487315
2023-01-01,Laptop Gaming,Electronics,Bandung,3,15876057,47628171
2023-01-01,Laptop Gaming,Electronics,Medan,1,16480102,16480102
2023-01-01,USB Hub,Accessories,Bandung,1,328097,328097
2023-01-01,Webcam HD,Accessories,Jakarta,1,798326,798326
2023-01-01,USB Hub,Accessories,Makassar,1,311782,311782
2023-01-01,USB Hub,Accessories,Medan,1,276626,276626
2023-01-01,Smart Watch,Electronics,Surabaya,1,2470574,2470574
2023-01-01,External SSD 1TB,Storage,Medan,1,1911246,1911246
2023-01-01,"Tablet 10""",Electronics,Surabaya,2,5005335,10010670
2023-01-01,Gaming Mouse,Accessories,Yogyakarta,1,520269,520269
2023-01-01,Mechanical Keyboard,Accessories,Semarang,2,1258980,2517960
2023-01-01,"Tablet 10""",Electronics,Surabaya,1,4753469,4753469
2023-01-01,Gaming Mouse,Accessories,Surabaya,2,537569,1075138
2023-01-01,Laptop Gaming,Electronics,Surabaya,3,14879467,44638401
2023-01-01,Smartphone Lite,Electronics,Yogyakarta,1,3768148,3768148
2023-01-01,"Monitor 27""",Electronics,Makassar,2,3755791,7511582
2023-01-01,Smartphone Pro,Electronics,Jakarta,3,11802765,35408295
2023-01-01,Smartphone Pro,Electronics,Yogyakarta,2,12600749,25201498
2023-01-01,Mechanical Keyboard,Accessories,Jakarta,1,1211527,1211527
2023-01-01,"Tablet 10""",Electronics,Jakarta,3,4881871,14645613
2023-01-01,Power Bank,Accessories,Semarang,2,424790,849580
2023-01-01,Mechanical Keyboard,Accessories,Medan,1,1220272,1220272
2023-01-01,External SSD 1TB,Storage,Bandung,1,1760602,1760602
2023-01-01,Webcam HD,Accessories,Surabaya,4,737535,2950140
2023-01-01,Gaming Mouse,Accessories,Surabaya,1,539544,539544
2023-01-01,Power Bank,Accessories,Makassar,1,362837,362837
